column,line,subline,item,amount,month
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2010-09-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,891809295,2010-09-01
ASSET,7,1,Securities held for monetary policy purposes,4732118941,2010-09-01
ASSET,7,2,Other securities of euro area residents denominated in euro,18180288220,2010-09-01
LIABILITY,9,1,Liabilities related to the issuance ECB debt certificates,0,2010-09-01
ASSET,8,NA,General government long term debt denominated in euro,6856868021,2010-09-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,5132931285,2010-09-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),87868280825,2010-09-01
LIABILITY,10,NA,Other liabilities,1048688779,2010-09-01
ASSET,9,1,Participating interest in the ECB,435391713,2010-09-01
LIABILITY,11,NA,Provisions,1968997983,2010-09-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2010-09-01
LIABILITY,12,NA,Revaluation accounts,2827578052,2010-09-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2010-09-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2010-09-01
LIABILITY,13,1,Capital,111243362,2010-09-01
LIABILITY,13,2,Ordinary reserve,111243362,2010-09-01
LIABILITY,13,3,Extraordinary reserve,72500000,2010-09-01
ASSET,10,1,Tangible and intangible fixed assets,759865873,2010-09-01
ASSET,10,2,Other financial assets,29172193,2010-09-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,509257925,2010-09-01
ASSET,10,3,Sundry,1591874840,2010-09-01
LIABILITY,13,5,Other special reserves,1212087,2010-09-01
ASSET,1,NA,Gold and gold receivables,4551470316,2010-10-01
LIABILITY,1,NA,Banknotes in circulation,21109069800,2010-10-01
ASSET,2,1,Receivables from the IMF,895372110,2010-10-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),2516481577,2010-10-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,95512577,2010-10-01
LIABILITY,2,2,Deposit facility,2329500000,2010-10-01
LIABILITY,2,3,Deposits related to margin calls,0,2010-10-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,302820942,2010-10-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2010-10-01
ASSET,4,1,Balances with banks security investments and loans,165745,2010-10-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2010-10-01
LIABILITY,4,1,General government,1253942281,2010-10-01
LIABILITY,4,2,Other liabilities,61150017,2010-10-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,748735111,2010-10-01
ASSET,5,1,Main refinancing operations,14785000000,2010-10-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,17434629,2010-10-01
ASSET,5,2,Longer-term refinancing operations,77595500000,2010-10-01
ASSET,5,3,Fine-tuning reverse operations,0,2010-10-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,73611626,2010-10-01
LIABILITY,7,1,Deposits and other liabilities,56445,2010-10-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2010-10-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,891809295,2010-10-01
ASSET,7,1,Securities held for monetary policy purposes,4741393941,2010-10-01
ASSET,7,2,Other securities of euro area residents denominated in euro,18360922154,2010-10-01
LIABILITY,9,1,Liabilities related to the issuance ECB debt certificates,0,2010-10-01
ASSET,8,NA,General government long term debt denominated in euro,6853132594,2010-10-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,5026762000,2010-10-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),91573255968,2010-10-01
LIABILITY,10,NA,Other liabilities,1103916050,2010-10-01
ASSET,9,1,Participating interest in the ECB,435391713,2010-10-01
LIABILITY,11,NA,Provisions,1972738479,2010-10-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2010-10-01
LIABILITY,12,NA,Revaluation accounts,2822434216,2010-10-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2010-10-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2010-10-01
LIABILITY,13,1,Capital,111243362,2010-10-01
LIABILITY,13,2,Ordinary reserve,111243362,2010-10-01
LIABILITY,13,3,Extraordinary reserve,72500000,2010-10-01
ASSET,10,1,Tangible and intangible fixed assets,758928077,2010-10-01
ASSET,10,2,Other financial assets,29172193,2010-10-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,509257925,2010-10-01
ASSET,10,3,Sundry,1622438025,2010-10-01
LIABILITY,13,5,Other special reserves,1212087,2010-10-01
ASSET,1,NA,Gold and gold receivables,4554875238,2010-11-01
LIABILITY,1,NA,Banknotes in circulation,21154420700,2010-11-01
ASSET,2,1,Receivables from the IMF,895202621,2010-11-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),2607650707,2010-11-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,87823424,2010-11-01
LIABILITY,2,2,Deposit facility,2111100000,2010-11-01
LIABILITY,2,3,Deposits related to margin calls,0,2010-11-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,315691318,2010-11-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2010-11-01
ASSET,4,1,Balances with banks security investments and loans,165784,2010-11-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2010-11-01
LIABILITY,4,1,General government,1526474751,2010-11-01
LIABILITY,4,2,Other liabilities,59992318,2010-11-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,775563321,2010-11-01
ASSET,5,1,Main refinancing operations,15489500000,2010-11-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,20050536,2010-11-01
ASSET,5,2,Longer-term refinancing operations,79560500000,2010-11-01
ASSET,5,3,Fine-tuning reverse operations,0,2010-11-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,71701670,2010-11-01
LIABILITY,7,1,Deposits and other liabilities,56445,2010-11-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2010-11-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,891809295,2010-11-01
ASSET,7,1,Securities held for monetary policy purposes,4807244941,2010-11-01
ASSET,7,2,Other securities of euro area residents denominated in euro,18840893457,2010-11-01
LIABILITY,9,1,Liabilities related to the issuance ECB debt certificates,0,2010-11-01
ASSET,8,NA,General government long term debt denominated in euro,6878005655,2010-11-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,6053852150,2010-11-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),93537349108,2010-11-01
LIABILITY,10,NA,Other liabilities,1149253844,2010-11-01
ASSET,9,1,Participating interest in the ECB,435391713,2010-11-01
LIABILITY,11,NA,Provisions,1976953911,2010-11-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2010-11-01
LIABILITY,12,NA,Revaluation accounts,2816791709,2010-11-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2010-11-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2010-11-01
LIABILITY,13,1,Capital,111243362,2010-11-01
LIABILITY,13,2,Ordinary reserve,111243362,2010-11-01
LIABILITY,13,3,Extraordinary reserve,72500000,2010-11-01
ASSET,10,1,Tangible and intangible fixed assets,755445832,2010-11-01
ASSET,10,2,Other financial assets,29172193,2010-11-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507598790,2010-11-01
ASSET,10,3,Sundry,1631591959,2010-11-01
LIABILITY,13,5,Other special reserves,1212087,2010-11-01
ASSET,1,NA,Gold and gold receivables,5004950289,2011-01-01
LIABILITY,1,NA,Banknotes in circulation,21219706425,2011-01-01
ASSET,2,1,Receivables from the IMF,908925790,2011-01-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),3425638650,2011-01-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,55550900,2011-01-01
LIABILITY,2,2,Deposit facility,706200000,2011-01-01
LIABILITY,2,3,Fixed-term deposits,0,2011-01-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,302351239,2011-01-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2011-01-01
ASSET,4,1,Balances with banks security investments and loans,165813,2011-01-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2011-01-01
LIABILITY,4,1,General government,5171882795,2011-01-01
LIABILITY,4,2,Other liabilities,1769052481,2011-01-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,753956627,2011-01-01
ASSET,5,1,Main refinancing operations,15870000000,2011-01-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,21310743,2011-01-01
ASSET,5,2,Longer-term refinancing operations,78563000000,2011-01-01
ASSET,5,3,Marginal lending facility,4000000,2011-01-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,73934622,2011-01-01
LIABILITY,7,1,Deposits and other liabilities,56827,2011-01-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2011-01-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,905349233,2011-01-01
ASSET,7,1,Securities held for monetary policy purposes,4939142095,2011-01-01
ASSET,7,2,Other securities of euro area residents denominated in euro,19933106660,2011-01-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2011-01-01
ASSET,8,NA,General government long term debt denominated in euro,6855121310,2011-01-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,7874660290,2011-01-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),87308781317,2011-01-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2011-01-01
ASSET,9,1,Participating interest in the ECB,468140047,2011-01-01
LIABILITY,10,NA,Other liabilities,862550928,2011-01-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2011-01-01
LIABILITY,11,NA,Provisions,2385119591,2011-01-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2011-01-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2011-01-01
LIABILITY,12,NA,Revaluation accounts,3268638366,2011-01-01
LIABILITY,13,1,Capital,111243362,2011-01-01
ASSET,10,1,Tangible and intangible fixed assets,754685535,2011-01-01
LIABILITY,13,2,Ordinary reserve,111243362,2011-01-01
ASSET,10,2,Other financial assets,29172193,2011-01-01
LIABILITY,13,3,Extraordinary reserve,84500000,2011-01-01
ASSET,10,3,Sundry,1594191515,2011-01-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2011-01-01
LIABILITY,13,5,Other special reserves,1209746,2011-01-01
ASSET,1,NA,Gold and gold receivables,5006327835,2011-02-01
LIABILITY,1,NA,Banknotes in circulation,21190977905,2011-02-01
ASSET,2,1,Receivables from the IMF,909541650,2011-02-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),3603840190,2011-02-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,97925214,2011-02-01
LIABILITY,2,2,Deposit facility,690665000,2011-02-01
LIABILITY,2,3,Fixed-term deposits,0,2011-02-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,277816097,2011-02-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2011-02-01
ASSET,4,1,Balances with banks security investments and loans,165813,2011-02-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2011-02-01
LIABILITY,4,1,General government,2788826354,2011-02-01
LIABILITY,4,2,Other liabilities,1844675844,2011-02-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,751585375,2011-02-01
ASSET,5,1,Main refinancing operations,12140500000,2011-02-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,23550947,2011-02-01
ASSET,5,2,Longer-term refinancing operations,78303000000,2011-02-01
ASSET,5,3,Marginal lending facility,0,2011-02-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,71911823,2011-02-01
LIABILITY,7,1,Deposits and other liabilities,56827,2011-02-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2011-02-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,905349233,2011-02-01
ASSET,7,1,Securities held for monetary policy purposes,4957619595,2011-02-01
ASSET,7,2,Other securities of euro area residents denominated in euro,20075827139,2011-02-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2011-02-01
ASSET,8,NA,General government long term debt denominated in euro,6852810322,2011-02-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,7787115075,2011-02-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),85859724284,2011-02-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2011-02-01
ASSET,9,1,Participating interest in the ECB,468140047,2011-02-01
LIABILITY,10,NA,Other liabilities,908177883,2011-02-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591,2011-02-01
LIABILITY,11,NA,Provisions,2392723038,2011-02-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2011-02-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2011-02-01
LIABILITY,12,NA,Revaluation accounts,3267803153,2011-02-01
LIABILITY,13,1,Capital,111243362,2011-02-01
ASSET,10,1,Tangible and intangible fixed assets,753688151,2011-02-01
LIABILITY,13,2,Ordinary reserve,111243362,2011-02-01
ASSET,10,2,Other financial assets,29172193,2011-02-01
LIABILITY,13,3,Extraordinary reserve,84500000,2011-02-01
ASSET,10,3,Sundry,1754158964,2011-02-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2011-02-01
LIABILITY,13,5,Other special reserves,1209746,2011-02-01
ASSET,1,NA,Gold and gold receivables,4778020315,2011-03-01
LIABILITY,1,NA,Banknotes in circulation,21291966920,2011-03-01
ASSET,2,1,Receivables from the IMF,886285116,2011-03-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),3093569314,2011-03-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,92252435,2011-03-01
LIABILITY,2,2,Deposit facility,6685620000,2011-03-01
LIABILITY,2,3,Fixed-term deposits,0,2011-03-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,221253137,2011-03-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2011-03-01
